speaker,text,time
Marcelo Kuwer,"E aí, tu vai campanha por campanha definindo a ação que tu quer que aconteça unitariamente e não dentro da BMC, entendeu?",1602.832
Marcelo Kuwer,"Porque tem campanha que eu quero, por exemplo, vamos supor, vamos pegar a 5A.",1618.124
Marcelo Kuwer,"Lá em Minas Gerais eu posso deixar o meu custo por mensagem bater 200 reais, mas em Florianópolis tem que ser 60.",1624.004
Marcelo Kuwer,Entendeu?,1633.664
Marcelo Kuwer,Então para cada campanha vai ter uma regra.,1635.844
Guilherme Vieira,Eu criei dois modos aqui.,1639.859
Guilherme Vieira,"O padrão é esse aqui, que ele só recomenda.",1642.119
Guilherme Vieira,"E aí, a recomendação, ele faz justamente essa questão de analisar cada uma das coisas e vai trazer, por exemplo...",1646.019
Guilherme Vieira,"Ele puxou agora, então agora nem adianta comparar.",1654.559
Guilherme Vieira,Mas ele criou meio que o histórico.,1658.559
Guilherme Vieira,"Aí, a ideia é depois...",1662.599
Guilherme Vieira,Deixa eu ver se ele tem aqui.,1664.619
Guilherme Vieira,"CPA arroz, gasto...",1666.019
Guilherme Vieira,Esse aqui acho que é por headset.,1668.968
Guilherme Vieira,"Tá, mas a gente refina.",1672.068
Guilherme Vieira,Remarketing e tal.,1673.628
Guilherme Vieira,E aí ele vai dando sinal aqui.,1675.608
Guilherme Vieira,"Então, se ele perceber alguma coisa das regras, ele vai falar, tipo, ó, reduz.",1677.108
Guilherme Vieira,E aí tem o botãozinho aqui.,1682.008
Guilherme Vieira,"Eu ainda não cheguei nessa parte, porque eu não tinha aparecido aqui.",1683.688
Guilherme Vieira,"Mas, em teoria, tipo, ah, eu quero mudar dessa campanha aqui.",1686.248
Guilherme Vieira,Faz sentido essa recomendação.,1690.268
Guilherme Vieira,Aplicar.,1692.028
Guilherme Vieira,"Ele vai lá, manda pra meta.",1692.668
Marcelo Kuwer,"Legal, legal, legal.",1694.168
Marcelo Kuwer,Muito bom.,1696.388
Guilherme Vieira,"É, porque isso aí vai até dar confiança pra depois deixar automático, que aí garante que ela só vai mudar ali o que tá visível.",1696.998
Marcelo Kuwer,"Mas tu entendeu que, tipo assim, essa estratégia que tu criou ali em cima tá muito massa, só que eu deveria ter um campo aonde eu vou escolhendo as campanhas que eu quero aplicar a regra.",1707.178
Marcelo Kuwer,"Peraí, eu vou abrir aqui pra ti.",1725.145
Marcelo Kuwer,"Pode manter aí, e aí a gente só vai trocando de tela e tentando entender um ao outro, tá?",1726.905
Marcelo Kuwer,Pra ficar mais fácil.,1734.185
Marcelo Kuwer,Deixa eu achar aqui aonde que tá aberto...,1736.705
Marcelo Kuwer,Aqui.,1741.205
Marcelo Kuwer,"Ó, por exemplo, eu vou entrar aqui...",1743.125
Marcelo Kuwer,E aí eu quero que tu entenda...,1747.645
Marcelo Kuwer,"Aquela ferramenta, ela mostrava exatamente isso aqui.",1751.977
Marcelo Kuwer,"Até não sei se vale, se não vale tu pegar um beta da ferramenta para ver.",1757.097
Marcelo Kuwer,"Ela iria abrir um, esse gerente, ela iria abrir algo bem parecido com isso aqui, tá?",1766.457
Marcelo Kuwer,"E aí eu vou setar a campanha aqui e eu vou criar, eu vou colocar a regra que eu quero nela.",1775.315
Marcelo Kuwer,"Vou aplicar, vou aplicar nessa, vou aplicar nessa, vou aplicar nessa, vou aplicar nessa, uma regrinha.",1782.675
Marcelo Kuwer,Porque daí o que acontece?,1787.395
Marcelo Kuwer,"O visual do gestor de tráfego, ele não fica tão discrepante do que ele já está acostumado a usar para ele tomar alguma decisão equivocada, entendeu?",1788.435
Marcelo Kuwer,"Eu acho que não precisaria aparecer campanhas inativas, só as ativas, e dentro dessa campanha aqui ele consegue olhar e aplicar a regra que ele quiser com a IA.",1802.146
Marcelo Kuwer,"Eu acho que vai ficar visualmente melhor, porque daí ele consegue, ele não vai se perder no que está acontecendo, porque ela vai...",1812.086
Marcelo Kuwer,"Ali dentro do orquestre, ele vai entregar também algumas métricas básicas, né?",1820.337
Marcelo Kuwer,"Ele consegue ter um visual do gerenciador replicado dentro do orquestre, mas de uma forma mais resumida, talvez.",1826.477
Marcelo Kuwer,"Entendeu, né?",1838.157
Guilherme Vieira,"Aí no caso, pensa assim, o orquestre ele não tem...",1840.577
Guilherme Vieira,"Tipo, essa tabela, essa coluna ocupa a tela toda.",1848.299
Guilherme Vieira,Eu conseguiria colocar...,1853.239
Guilherme Vieira,"Se a gente colocar, sei lá, umas quatro, cinco métricas importantes.",1856.139
Marcelo Kuwer,É excelente.,1860.079
Marcelo Kuwer,"Tipo assim, a gente poderia colocar o resultado, o custo por resultado, o investimento, o orçamento diário, Vocês trabalham na campanha?",1861.719
Guilherme Vieira,"O antigo CBO, ABO?",1878.663
Guilherme Vieira,"CBO, que agora mudou também, né?",1881.143
Marcelo Kuwer,"Cara, a gente usa assim, orçamento por campanha.",1884.523
Marcelo Kuwer,"O Matheus usa aqui dentro, em conjunto, várias campanhas.",1891.383
Marcelo Kuwer,"Quase que você for olhar, vai ter bastante conjunto, quer ver?",1895.083
Marcelo Kuwer,Mas é uma estratégia dele.,1899.886
Marcelo Kuwer,"É claro, se a gente vai usar a IA, vai ter que corresponder isso aqui também.",1901.586
Marcelo Kuwer,"Só que eu acho que tu pode dar um clique e ela vai abrir, tipo, ela vai pra baixo, entendeu?",1906.826
Guilherme Vieira,Quer ver?,1915.466
Marcelo Kuwer,"Por exemplo, aqui.",1916.886
Marcelo Kuwer,"Cara, meu Deus, que internet ruim, velho.",1919.446
Marcelo Kuwer,Deixa eu te dar um exemplo aqui.,1923.686
Marcelo Kuwer,Deixa eu clicar aqui.,1931.729
Marcelo Kuwer,Não.,1933.049
Marcelo Kuwer,Deixa eu ver qual que tem aqui.,1936.569
Marcelo Kuwer,Todas essas aqui estão unitárias.,1940.229
Marcelo Kuwer,"Tá, vamos supor.",1946.229
Marcelo Kuwer,Vou te dar um exemplo.,1951.849
Marcelo Kuwer,Teria uma série...,1953.749
Marcelo Kuwer,"Aqui, tem duas, tá vendo?",1954.589
Marcelo Kuwer,O que a gente pode fazer?,1957.042
Marcelo Kuwer,Cadê a campanha?,1959.402
Marcelo Kuwer,A campanha tá aqui.,1960.762
Marcelo Kuwer,"Quando ela tá em ABO, vai aparecer uma setinha para baixo aqui, que o cara clica e aparece os conjuntos que estão dentro dessa campanha, entendeu?",1961.922
Guilherme Vieira,Aí nesse caso você pensa em regras por conjunto?,1977.822
Marcelo Kuwer,"Não, aí o que acontece, a campanha Ela vai entregar o dado normal, como o das outras, porém, a edição, tu não consegue editar na campanha, ela só vai editar no conjunto.",1983.702
Marcelo Kuwer,"Aí tu vai ter que clicar aqui, ó, imagina que aqui tem uma setinha, ou aqui embaixo.",1997.355
Marcelo Kuwer,"Tu clica na setinha, pum, aparece mais dois similares a esse aqui, no caso, só que reduzidos, né?",2001.455
Marcelo Kuwer,"E aí tem aqui embaixo as métricas que podem ser aplicadas às regras, entendeu?",2008.295
Guilherme Vieira,Tá.,2013.515
Marcelo Kuwer,Fez sentido ou não?,2014.075
Guilherme Vieira,"Faz, faz.",2017.606
Guilherme Vieira,A preocupação é só a questão do nível da granularidade das regras.,2019.346
Guilherme Vieira,Imagina cada cliente tem 20 campanhas rodando.,2025.086
Guilherme Vieira,"E essas 20, elas precisariam criar 20 regras.",2031.966
Guilherme Vieira,Uma para cada...,2039.486
Marcelo Kuwer,"É, mas aí, só que daí, o que que tu tem que pensar?",2042.497
Marcelo Kuwer,"As regras eu acho que tu criou ali, eu vou reduzir todas essas informações de regra, vai ser mais objetivo, entendeu?",2047.637
Marcelo Kuwer,Não vai ter tanta...,2056.477
Marcelo Kuwer,"Porque olha só, eu abri o conjunto, o que tem aqui?",2059.405
Marcelo Kuwer,"Ele separou a verba, a verba dele era 140 reais por dia e aí ele botou em duas campanhas, beleza?",2067.385
Marcelo Kuwer,"Então a regra seria a mesma do conjunto aqui no caso, da campanha no caso.",2075.965
Marcelo Kuwer,"Eu entro aqui, ah, eu teria que, o orçamento diário tá em 70, ok.",2083.604
Marcelo Kuwer,Aí o custo por mensagem foi pra 62.,2088.464
Marcelo Kuwer,"Não, mas opa, aqui eu aceito 41.",2090.524
Marcelo Kuwer,Então ele tá acima.,2094.104
Marcelo Kuwer,"A regra é a mesma do anterior, entendeu?",2095.504
Guilherme Vieira,"Tá, eu vou...",2099.624
Marcelo Kuwer,"Basicamente, a minha visão seria o quê?",2105.643
Marcelo Kuwer,"Cara, qual que é o custo por resultado aceitável?",2108.603
Marcelo Kuwer,"Se a gente trabalhar só nessa linha de raciocínio, inicialmente, meu, já tá top.",2111.723
Marcelo Kuwer,Entendeu?,2118.943
Marcelo Kuwer,"Já tá top, tipo, custo por resultado.",2119.843
Marcelo Kuwer,"Pode chegar a tanto, e o mínimo é tanto e o máximo é tanto, fechou.",2122.483
Marcelo Kuwer,"Isso aí já dá uma agilizada pra nós, absurda.",2127.303
Marcelo Kuwer,"E o valor investido diariamente, mínimo e máximo.",2132.187
Marcelo Kuwer,"Isso não precisa ser só no conjunto ou na campanha, mas em si da BM, o investimento diário da BM, para que a gente não extrapole o orçamento diário, porque às vezes o cara bota uma configuração aqui, mas ele fez uma conta errada.",2138.227
Marcelo Kuwer,"Mas a BM em si tem uma regra, que ela pode gastar no máximo R$1.000,00 por dia.",2157.668
Marcelo Kuwer,"E se ela tiver programada para gastar R$10.000,00, cara, aí ele vai limitar, entendeu?",2163.628
Marcelo Kuwer,"A não ser que ela esteja batendo um custo por resultado X, sacou?",2172.108
Guilherme Vieira,"Tá, mas nesse caso aí, vamos por, sei lá, campanha está com R$10.000,00 ali, está excelente.",2177.388
Guilherme Vieira,"Mas já tá, o limite é mil e já tá em novecentos e pouco nesse dia.",2188.162
Guilherme Vieira,Ela continua ou ela pausa?,2198.502
Marcelo Kuwer,"Aí eu acho que eu entendi o que tu quis dizer, porque daí eu vou travar a inteligência dela, porque ela vai tá botando grana e o negócio pode tá performando muito bem, né?",2203.082
Marcelo Kuwer,"Então daí eu acho que a gente faz uma regra, ela não pausa, mas ela aciona o gestor de tráfego responsável de que vai estourar o limite diário de orçamento, para ele fazer uma avaliação manualmente.",2212.85
Marcelo Kuwer,"É uma, né?",2224.57
Guilherme Vieira,Sim.,2226.13
Marcelo Kuwer,"Porque daí a gente está dizendo o seguinte, a IA está sendo o suporte que ele precisa para gerar escala para o cliente, né, cara?",2228.07
Marcelo Kuwer,Ele tem que olhar.,2233.95
Guilherme Vieira,"Sim, sim.",2235.41
Guilherme Vieira,Boa.,2237.27
Guilherme Vieira,"Não, beleza.",2238.77
Guilherme Vieira,Agora eu já consigo refinar aqui um pouco mais.,2239.41
Marcelo Kuwer,"Porque daí fica menos informação, né?",2243.343
Guilherme Vieira,"Sim, é.",2245.923
Guilherme Vieira,"Às vezes depende de muita coisa ali, também sobrecarrega.",2246.823
Guilherme Vieira,"Deixa eu ver como é que ficou isso, meu tema claro.",2250.283
Marcelo Kuwer,Cadê?,2253.983
Guilherme Vieira,"Tema claro, vamos ver.",2254.483
Guilherme Vieira,"Console, configurações.",2256.243
Guilherme Vieira,Deixa eu ver o tema claro.,2259.063
Guilherme Vieira,"Eu não testei, você usa o tema escuro.",2260.483
Marcelo Kuwer,"Isso aí vai ser uma mão na roda pra eles, cara.",2263.123
Guilherme Vieira,Nossa.,2265.643
Marcelo Kuwer,"Vai tipo, gerar mais...",2266.223
Marcelo Kuwer,Uma coisa que.,2268.925
Guilherme Vieira,"Está selecionada aqui, que eu coloquei, é de você selecionar os conjuntos para conversar.",2270.065
Guilherme Vieira,"Então, aí, o que acontece?",2278.785
Guilherme Vieira,"Você vai clicar aqui, você já cai num chat que já tem esse direcionamento.",2280.105
Guilherme Vieira,Eu quero falar dessa e dessa campanha.,2284.805
Guilherme Vieira,"E aí, eu consigo meio que conversar com os dados dessa campanha para melhorias, otimizações, enfim.",2286.825
Guilherme Vieira,E aí entra aquele agente de tráfego que a gente está criando.,2293.968
Guilherme Vieira,Eu já criei a ferramenta que puxa os dados.,2297.628
Guilherme Vieira,E aí você pergunta.,2302.288
Guilherme Vieira,"O que você perguntar, ele vai consultando.",2304.228
Guilherme Vieira,"Tendo acesso, ele consulta.",2306.188
Marcelo Kuwer,E a gente consegue ter uma aba com dashboard de análise?,2310.548
Guilherme Vieira,Eu acho que tinha que estar prevista uma segunda versão.,2317.205
Guilherme Vieira,O que é que ia acontecer?,2320.065
Guilherme Vieira,"Ia ser fazer aqui as métricas importantes, né?",2320.805
Guilherme Vieira,"Aí, esse dashboard...",2325.485
Guilherme Vieira,"O que seria, assim, importante que o gestor precisa bater o olho ali, que seja...",2330.005
Guilherme Vieira,"Não sobrecarregue ele com um monte de informação, mas, ao mesmo tempo, consiga trazer ali uma visão de que está bom ou precisa melhorar.",2336.525
Marcelo Kuwer,"Cara, assim ó, posso te mostrar como é que eu faço uma análise de uma campanha?",2346.196
Guilherme Vieira,"Tá, mostra aí.",2351.676
Marcelo Kuwer,Pra daí talvez tu ter uma visão e me dizer o que seria ideal ter ou não.,2353.076
Marcelo Kuwer,"Vou fazer aqui uma simulação então contigo, não sei se tu quer gravar a tela também, alguma coisa.",2362.016
Guilherme Vieira,"Deixa eu ver se eu consigo gravar aqui shift e command, acho que 5, 5 deixa eu ver é o 5, não, não é o 5 opções, gravar, peraí, peraí área de transferência, mesmo documento, seguir documento agora a gente vem aqui, deixa eu selecionar Beleza, agora gravar.",2369.365
Guilherme Vieira,"Gravar parte selecionada, isso.",2395.083
Guilherme Vieira,"Espera aí, deixa eu ver se tá gravando...",2397.583
Guilherme Vieira,Tá gravando...,2399.623
Guilherme Vieira,Eu acho que tá gravando.,2402.143
Guilherme Vieira,Tá gravando...,2404.443
Guilherme Vieira,"Tá gravando, tá gravando.",2405.663
Guilherme Vieira,Bora.,2407.043
Marcelo Kuwer,"Vou pegar de um cliente aqui, que vai ser cliente do CRM também, vamos ver aqui.",2407.903
Marcelo Kuwer,"Então tá, primeiramente o que eu vou fazer?",2413.325
Marcelo Kuwer,"Eu vou entender qual que é o objetivo desse cliente, né?",2416.685
Marcelo Kuwer,"Então o cliente, ele tá mandando mensagens, o nosso foco principal é mensagem e visitar o perfil.",2419.385
Marcelo Kuwer,Então eu preciso entender qual que tá sendo o meu custo médio de mensagem.,2427.285
Marcelo Kuwer,"E também, aí eu poderia ter um gráfico me dizendo assim, ó, quais são as campanhas com melhor performance, menor custo, e com o custo mais elevado.",2436.19
Marcelo Kuwer,E também as campanhas com maior número de mensagens.,2445.63
Marcelo Kuwer,"Ele já poderia me dar essa prévia, para eu entender mensagem.",2449.75
Marcelo Kuwer,Que daí seria o quê?,2453.99
Marcelo Kuwer,O objetivo da campanha.,2454.61
Marcelo Kuwer,"Tenho aqui algumas campanhas de visita ao perfil, que o foco é ganho de seguidores.",2457.487
Marcelo Kuwer,"Então essas campanhas nada mais são do que aumentar a minha base, é um investimento de aumento da base, que é o que?",2462.047
Marcelo Kuwer,A galera que tá me seguindo e começa a entrar numa jornada de compra.,2468.967
Marcelo Kuwer,Então tá excelente.,2471.987
Marcelo Kuwer,E aí ele traria uma visão de resultado.,2473.447
Marcelo Kuwer,"O que que precisa ter esse gráfico pra mim, esse dashboard?",2477.687
Marcelo Kuwer,Olhando isso aqui.,2482.407
Marcelo Kuwer,"Pô, eu gosto de ter uma...",2483.607
Marcelo Kuwer,Eu gosto de poder olhar de formas diferentes por período.,2486.63
Marcelo Kuwer,Então eu gosto de olhar livre aqui.,2492.67
Marcelo Kuwer,Teria que ter exatamente essa mesma abinha aqui de análise por período.,2495.97
Marcelo Kuwer,Então eu gosto de botar sempre um mês para trás para ver o que aconteceu.,2500.79
Marcelo Kuwer,Aí eu vou olhar aqui.,2505.79
Marcelo Kuwer,Resultado total de investimento.,2506.83
Marcelo Kuwer,Isso é um dado muito importante para mim.,2509.51
Marcelo Kuwer,Legal.,2511.95
Marcelo Kuwer,Vou ver qual campanha trouxe mais Qual campanha que trouxe mais mensagem?,2512.85
Marcelo Kuwer,Entendo que foi a de remarketing.,2519.699
Marcelo Kuwer,Então é sinal que a minha base está trazendo mensagem bastante e num custo bom.,2521.499
Marcelo Kuwer,Comparado com as outras campanhas está um custo excelente.,2529.019
Marcelo Kuwer,Legal.,2533.879
Marcelo Kuwer,Vou olhar também aqui no remarketing.,2534.959
Marcelo Kuwer,Vou olhar algo muito importante para mim que é Eu estou olhando bem amplo assim.,2537.719
Marcelo Kuwer,Vou olhar a frequência.,2542.821
Marcelo Kuwer,Por que frequência?,2544.401
Marcelo Kuwer,Eu quero ver quantas vezes eu cheguei para as mesmas pessoas do remarketing.,2545.461
Marcelo Kuwer,Então 2.39 eu poderia ter chego em 4.,2548.561
Marcelo Kuwer,Então aqui eu não botei grana o suficiente.,2553.881
Marcelo Kuwer,Opa era essa aqui.,2558.361
Marcelo Kuwer,"Eu cheguei em 5.7, tá ok.",2560.087
Marcelo Kuwer,"A minha meta é conseguir bater de 5 a 6, então eu tive uma frequência bem alta nessas pessoas, legal.",2562.827
Marcelo Kuwer,"Então, essa é a minha análise primária.",2571.947
Marcelo Kuwer,"Depois, eu vou olhar o topo de funil para me entender que estratégia que o meu cliente está usando aqui, o que a gente está fazendo.",2577.207
Marcelo Kuwer,"Então, busca de parceiros, captação, captação litoral 2, então significa que Eu tô com duas campanhas buscando parceiros.",2585.85
Marcelo Kuwer,Uma aqui regional e outra litoral.,2598.973
Marcelo Kuwer,Legal.,2603.673
Marcelo Kuwer,Aí eu vou entrar aqui.,2604.273
Marcelo Kuwer,O público que está sendo usado.,2607.173
Marcelo Kuwer,É importante a gente frisar qual que é o público.,2608.993
Marcelo Kuwer,Entender quais são os públicos.,2612.313
Marcelo Kuwer,E aí eu vou olhar os criativos.,2614.253
Marcelo Kuwer,Aqui é o ponto importante.,2616.593
Marcelo Kuwer,"Então, eu olho a campanha, qual que é?",2619.47
Marcelo Kuwer,"Ah, beleza, campanha de litoral.",2621.25
Marcelo Kuwer,"Tem essa aqui, custo por mensagem, valor usado, ok.",2623.05
Marcelo Kuwer,E os criativos.,2626.59
Marcelo Kuwer,"Então, no mês passado, só um criativo performou.",2628.57
Marcelo Kuwer,Só esse aqui.,2632.49
Marcelo Kuwer,Legal.,2635.47
Marcelo Kuwer,"Então, eu tenho que ter esse visual rápido do melhor criativo nessa campanha.",2636.61
Marcelo Kuwer,"E aí, do criativo, o que é importante para mim?",2643.13
Marcelo Kuwer,Esses dados aqui.,2647.11
Marcelo Kuwer,75% De visualização e CTR.,2651.482
Guilherme Vieira,Você sempre trabalha com vídeo?,2657.242
Marcelo Kuwer,Hã?,2660.362
Guilherme Vieira,Sempre trabalha com vídeo?,2660.922
Marcelo Kuwer,"Sempre, a maioria é vídeo, captação.",2662.442
Marcelo Kuwer,"Então, CTR está acima de 2, excelente, muito bom.",2665.882
Marcelo Kuwer,"De 12 mil pessoas, Eu tive 2.800 que viram o vídeo 75%.",2672.702
Marcelo Kuwer,Também tá excelente.,2683.665
Marcelo Kuwer,"Então, a gente teria que ver que a IA fosse dar a métrica de CTR e de visualização de 75%, ele ia ter que dizer assim, ó, tá dentro, tá ok, não tá, tá ruim.",2685.725
Marcelo Kuwer,Não tá com nenhum vídeo batendo a métrica boa.,2698.785
Marcelo Kuwer,Sacou?,2701.803
Marcelo Kuwer,"Ou, ó, esse aqui tá muito bom.",2702.603
Marcelo Kuwer,Então o que tu faz?,2704.443
Marcelo Kuwer,"Analisa a mensagem desse vídeo, pra que o cliente replique e vocês produzam vídeos com os ganchos parecidos, enfim.",2705.703
Marcelo Kuwer,Ela não precisa ler o vídeo nesse momento.,2714.023
Marcelo Kuwer,"Ela pode orientar o gestor de tráfego a visualizar esse vídeo pra entender o que tá performando ali, sacou?",2717.423
Guilherme Vieira,Certo.,2727.402
Guilherme Vieira,Só para eu ver.,2728.662
Guilherme Vieira,2.864.,2730.162
Guilherme Vieira,E qual era a visualização total que você tinha mostrado aí?,2732.722
Guilherme Vieira,8.664.,2736.762
Guilherme Vieira,12 Mil e pouquinho?,2739.422
Marcelo Kuwer,12.700.,2741.342
Guilherme Vieira,Está dando 22%.,2746.042
Marcelo Kuwer,Então tá excelente.,2755.195
Guilherme Vieira,A gente trabalha com 20% de corte.,2756.235
Marcelo Kuwer,20% Tá ótimo.,2758.875
Marcelo Kuwer,"E ó, daí cliques no link, que daí são cliques gerais, daria isso aqui também.",2762.195
Marcelo Kuwer,Então essa é a análise que eu faço.,2765.515
Marcelo Kuwer,"Validei o criativo, entendeu?",2767.915
Marcelo Kuwer,Só que tem um ponto que ele poderia falar.,2770.155
Marcelo Kuwer,"Por exemplo, ele poderia fazer uma análise de quando foi subido outros criativos.",2773.115
Marcelo Kuwer,"Por exemplo, foi subido esse aqui dia 29 do 5 e ele não performou.",2778.215
Marcelo Kuwer,Tá vendo?,2784.322
Marcelo Kuwer,"Não deu resultado nenhum, impressão, alcance nada.",2785.242
Marcelo Kuwer,"Então ele já poderia dizer assim, cara, duplica essa campanha com os outros criativos e faz um teste de, sei lá, 50 reais na semana pra ver se algum outro criativo chega nesse custo por resultado.",2788.182
Marcelo Kuwer,"Porque às vezes esse criativo aqui tá consumindo toda a verba e não tá dando espaço pra outros performarem, sacou?",2803.042
Guilherme Vieira,Vocês trabalham com aquela parte de conjunto de anúncios pra teste?,2811.946
Guilherme Vieira,"Tipo, um conjunto de anúncios com um anúncio?",2819.226
Marcelo Kuwer,"Não, a gente joga tudo em uma campanha, valida, e aí depois a gente duplica essa campanha com os que não foram validados, tirando o validado pra ver se algum performa.",2822.446
Marcelo Kuwer,"Só que tu tá vendo que ele não fez isso, né?",2833.826
Marcelo Kuwer,"Ele deixou, pode ser que ele tá deixando dinheiro na mesa.",2836.87
Marcelo Kuwer,"Aí aqui ó, eu tenho outra campanha de captação.",2840.05
Marcelo Kuwer,Qual que é o vídeo?,2843.81
Marcelo Kuwer,É o mesmo vídeo que tá performando desde o dia 29.,2844.61
Marcelo Kuwer,Poderia gerar um alerta.,2848.19
Marcelo Kuwer,"Ó, você está...",2849.85
Marcelo Kuwer,Você está há tantos dias com o mesmo criativo rodando.,2853.728
Marcelo Kuwer,"Você precisa rodar criativos novos, precisa validar criativos novos.",2857.668
Marcelo Kuwer,"Já está há 15 dias, o único criativo que performa em todas as campanhas é esse aqui.",2861.628
Marcelo Kuwer,Isso é perigoso.,2866.828
Marcelo Kuwer,Você precisa produzir mais criativos com o seu cliente.,2868.468
Marcelo Kuwer,"Poderia haver uns alertas assim também, sabe?",2871.608
Guilherme Vieira,O nome do criativo é sempre igual no...,2873.828
Marcelo Kuwer,É sempre igual.,2877.168
Marcelo Kuwer,"O que tá validado em uma campanha ou em outra e é o mesmo criativo, é sempre igual, tá?",2878.568
Guilherme Vieira,"E a estrutura também, de nome, também é sempre a mesma.",2884.888
Marcelo Kuwer,Sempre a mesma.,2889.768
Guilherme Vieira,"O objetivo, dentro vai estar o público.",2890.788
Marcelo Kuwer,Sempre a mesma.,2894.688
Marcelo Kuwer,É o mesmo criativo validado em todas as campanhas.,2895.248
Marcelo Kuwer,"Validou um criativo, tá faltando validar mais.",2899.688
Guilherme Vieira,Entendeu?,2902.488
Marcelo Kuwer,No remarketing a gente tem o quê?,2904.269
Marcelo Kuwer,Três campanhas.,2907.969
Marcelo Kuwer,Aí é CBO.,2909.389
Marcelo Kuwer,"É CBO, né?",2913.049
Marcelo Kuwer,Agora já me esqueci.,2914.489
Marcelo Kuwer,"CBO, B.O.",2915.349
Marcelo Kuwer,"Enfim, é conjunto.",2916.389
Marcelo Kuwer,"Não é campanha, é conjunto.",2918.989
Marcelo Kuwer,Aí tem um conjunto.,2921.049
Marcelo Kuwer,Aí é funil.,2922.829
Marcelo Kuwer,"Tem vídeo, tem prova social e tem artes.",2923.789
Marcelo Kuwer,Porque a gente trabalha na metade do funil com três ganchos diferentes.,2927.455
Marcelo Kuwer,"A arte, falando do produto, tem várias artesinhas aqui.",2934.955
Marcelo Kuwer,Entendeu?,2940.365
Marcelo Kuwer,"E aí, a gente trabalha aqui com prova social, que são clientes satisfeitos com o produto, e a gente trabalha aqui com vídeos validados lá no topo do funil, a gente traz eles para o remarketing também.",2941.225
Marcelo Kuwer,"Então, basicamente, essa é a estratégia para quase todos os clientes, só que alguns a gente vai trabalhar com regiões, com mais vendedores e assim por diante.",2953.365
Marcelo Kuwer,Mas qual que é a análise que a gente faz?,2962.865
Marcelo Kuwer,Essa.,2964.965
Marcelo Kuwer,"Então, eu olho o custo por resultado, eu olho a frequência, eu olho o CTR, eu olho o clique, eu olho a visualização de vídeo e eu olho quais são os criativos que estão performando melhor e com base nisso eu vou fazer uma análise para poder trazer para o cliente Ideias de novos vídeos de novas artes com base naquilo que já está performando.",2965.705
Marcelo Kuwer,E aí eu também faço campanhas novas de validação com vídeos que já que não tiveram alcance porque tem um ali dentro que está performando muito bem que não deixa outros performar.,2990.057
Marcelo Kuwer,Cara basicamente é isso aí.,3001.977
Marcelo Kuwer,Não tem muito segredo.,3003.737
Marcelo Kuwer,E aí a gente vai monitorando.,3006.143
Marcelo Kuwer,O ideal seria hoje ter a IA para fazer o que?,3007.423
Marcelo Kuwer,"Cara, a gente pode bater no máximo 6 reais aqui, entendeu?",3009.203
Marcelo Kuwer,Então pode socar dinheiro.,3013.083
Marcelo Kuwer,"Se tiver que gastar 10 mil aqui para bater e bater nos 6 reais por mensagem não tem problema porque o cliente vai estar vendendo, entendeu?",3015.263
Guilherme Vieira,Boa.,3023.963
Guilherme Vieira,Boa.,3024.663
Marcelo Kuwer,"Não é muito difícil, né?",3028.469
Marcelo Kuwer,"Só que daí tu pensa, se tu tens isso rodando automaticamente, cara, meu Deus do céu, isso ajuda demais eles, porque eles têm confiança de que a coisa está rodando e eles podendo pensar em estratégia para os clientes, entendeu?",3031.789
Marcelo Kuwer,Eles não ficam mais focados no gerenciador.,3044.189
Marcelo Kuwer,Essa é a minha meta.,3048.089
Guilherme Vieira,"Boa, boa, boa.",3049.249
Guilherme Vieira,"Só em relação às regras, deixa eu ver o que daria para pensar.",3054.322
Guilherme Vieira,"Beleza, a gente simplifica.",3061.722
Guilherme Vieira,A gente pode trabalhar até com dois níveis.,3063.862
Guilherme Vieira,Igual a gente trabalha com um projeto.,3066.442
Guilherme Vieira,"Por exemplo, no projeto você tem os arquivos do projeto, os properties do projeto.",3067.942
Guilherme Vieira,E a gente tem essa regra geral do projeto.,3073.382
Guilherme Vieira,E aí...,3077.142
Guilherme Vieira,"Para as outras campanhas, por exemplo, todas vão seguir essa regra que foi definida, vamos supor.",3079.668
Guilherme Vieira,"Para a maioria dos casos, talvez resolva.",3085.268
Guilherme Vieira,"Mas para casos específicos, a gente deixa a meta, a regra específica para a campanha.",3087.428
Guilherme Vieira,"Essas e essas vão seguir uma outra regra, por exemplo.",3094.308
Guilherme Vieira,E aí sobrescrevo a global.,3097.708
Guilherme Vieira,"Porque a global é bom que ganha tempo, no caso assim, ah, tenho 50 campanhas do cliente, vou ter que configurar uma por uma?",3102.938
Guilherme Vieira,"Não, com essa global aqui já resolve.",3109.838
Guilherme Vieira,"Mas em campanhas específicas, não, isso aqui eu posso gastar até R$6 por mensagem, essa outra até R$10 porque é numa região mais populosa, sei lá.",3112.278
Marcelo Kuwer,"Mais quer ou mais cara, que a gente sabe que é mais caro.",3123.118
Guilherme Vieira,"Beleza, então dá pra fazer alguma coisa nesse sentido.",3125.618
Guilherme Vieira,Aí o agente de...,3130.765
Guilherme Vieira,"Falta só o prompt do agente, porque a ferramenta já está criada.",3134.765
Guilherme Vieira,Ele tem agora as skills também de análise.,3138.565
Guilherme Vieira,"E assim, vai ser o mesmo sistema, sabe?",3143.708
