speaker,text,time
Marcelo Kuwer,"É só clicar que ele já vai mudando lá, né?",1453.053
Marcelo Kuwer,"Tá, beleza, eu botei em Criativo.",1456.933
Marcelo Kuwer,O que ele tá me trazendo aqui daí?,1458.253
Marcelo Kuwer,Só pra eu entender.,1459.873
Guilherme Vieira,"É, aí ele foca mais na parte...",1461.794
Guilherme Vieira,"Eu acho que ele minimiza, tipo, ele só...",1464.194
Guilherme Vieira,"Aquela completa tem todas as métricas, aí só tem questão de clique, frequência, resultado e...",1466.894
Guilherme Vieira,Cadê a renda?,1473.394
Guilherme Vieira,Veja a renda de novo.,1474.154
Guilherme Vieira,Abre a renda de novo.,1474.894
Guilherme Vieira,Vamos ver se...,1476.214
Guilherme Vieira,61...,1479.314
Guilherme Vieira,61 Tá ali.,1483.994
Marcelo Kuwer,Aonde?,1486.347
Guilherme Vieira,"Ah, é cliques.",1487.187
Guilherme Vieira,Tá vendo?,1488.827
Guilherme Vieira,Ele entendeu que o clique no link foi um resultado.,1490.867
Guilherme Vieira,Provavelmente deve ser aquele secundário.,1494.127
Marcelo Kuwer,"É, mas ele não pode puxar como resultado.",1496.267
Marcelo Kuwer,Ele não pode linkar junto com a conversão.,1498.647
Marcelo Kuwer,"Nem junto com mensagem, entendeu?",1501.887
Marcelo Kuwer,Ele nunca pode se juntar com a métrica principal.,1504.547
Marcelo Kuwer,Ele é uma métrica secundária.,1511.347
Guilherme Vieira,"Vê lá na campanha, nesse vídeo.",1514.123
Marcelo Kuwer,Aqui na...,1518.163
Marcelo Kuwer,"Aqui, beleza.",1520.763
Marcelo Kuwer,O que tu quer?,1522.803
Guilherme Vieira,É...,1523.623
Guilherme Vieira,Cadê?,1524.243
Guilherme Vieira,Coloca em...,1526.063
Guilherme Vieira,Acho que é editar.,1527.643
Marcelo Kuwer,Tu quer outra métrica?,1528.943
Guilherme Vieira,"Não, não.",1532.503
Guilherme Vieira,Era pra ver a configuração.,1533.223
Guilherme Vieira,A configuração...,1536.763
Guilherme Vieira,Do quê?,1539.123
Guilherme Vieira,"É isso, aí você abre o menuzinho, deixa eu ver como é que tá.",1542.153
Guilherme Vieira,"budget, campanha, tá, isso aí tá certo, beleza.",1545.213
Guilherme Vieira,"Só pra ver se, que pode ser alguma coisa que ele alucinou baseado na configuração.",1549.313
Marcelo Kuwer,"Não, a configuração é compra, é advantage mais, todas elas são compras, sempre, e-commerce.",1554.973
Guilherme Vieira,"Essa aí não teve compra, né?",1563.044
Guilherme Vieira,"Essa renda não teve, né?",1566.044
Marcelo Kuwer,"Não, nesse período não.",1567.304
Marcelo Kuwer,Ela teve só...,1568.904
Marcelo Kuwer,Ele está contabilizando como compra porque ela esteve ativa e teve clique no link.,1571.024
Guilherme Vieira,"Teve clique, aí ele jogou clique como...",1576.444
Guilherme Vieira,"Tipo assim, está zerada a compra, eu vou considerar clique.",1578.304
Marcelo Kuwer,"Exatamente, ele deveria não considerar nada.",1581.104
Marcelo Kuwer,"Não teve compra, elimina ela como métrica.",1584.104
Marcelo Kuwer,Não tem métrica nenhuma de resultado.,1587.744
Marcelo Kuwer,"O valor tá batendo, tá certinho.",1591.748
Marcelo Kuwer,E ele tá mostrando aqui que tá pausada.,1594.028
Marcelo Kuwer,"São duas coisas que eu pausei, mas que elas tiveram um custo, um gasto.",1601.048
Marcelo Kuwer,Isso aqui ficou bem legal.,1607.328
Guilherme Vieira,"É, eu queria que tivesse funcionando o modalzinho, não sei porquê.",1610.699
Guilherme Vieira,Eu subi antes de testar.,1614.559
Marcelo Kuwer,"Aí é que eu não entendi, tipo assim, ó, por que que ele tá...",1616.639
Marcelo Kuwer,"Ó, eu tô com uma campanha de conversão, tá?",1619.399
Marcelo Kuwer,"Ó, vou voltar aqui, ó, vou eliminar isso aqui.",1623.699
Guilherme Vieira,"Tem, acho que, um botãozinho pra...",1626.239
Guilherme Vieira,"Aqui,.",1628.319
Marcelo Kuwer,"Ó, resultado, vou botar compra.",1628.739
Marcelo Kuwer,"Ele não deveria aparecer o vídeo aqui, ó?",1630.719
Marcelo Kuwer,"Porque o objetivo é realmente compra, então ele deveria só vir direto pra compra e aí aparecer o resultado.",1634.003
Marcelo Kuwer,Aqui tá aparecendo o resultado de 3.591.,1642.843
Marcelo Kuwer,"Aí eu não sei se ele tá puxando o resultado total, vamos ver aqui.",1649.003
Marcelo Kuwer,"Não, não, vamos ver se ele não tá puxando o desempenho de...",1652.763
Marcelo Kuwer,"O resultado, quer ver?",1659.823
Marcelo Kuwer,Compras.,1661.343
Marcelo Kuwer,"Ó, valor.",1663.231
Marcelo Kuwer,Beleza?,1664.651
Marcelo Kuwer,"Vamos ver quanto ele vai dar o valor total aqui, ó.",1665.391
Marcelo Kuwer,"3.858, E 21.",1668.371
Marcelo Kuwer,3.500.,1673.511
Guilherme Vieira,"Aí, em teoria, é pra ele ter puxado o valor da...",1676.571
Guilherme Vieira,Quantas pessoas viram o vídeo?,1682.471
Guilherme Vieira,Independente da quantidade.,1685.291
Marcelo Kuwer,"Tá, então pera aí.",1687.582
Marcelo Kuwer,Então deixa eu botar aqui.,1688.842
Guilherme Vieira,Performance.,1690.302
Marcelo Kuwer,75%.,1692.042
Guilherme Vieira,"É, não, na verdade ele, o vídeo viu, ele tá considerando tudo, na verdade.",1693.362
Guilherme Vieira,Todas as visualizações.,1696.902
Marcelo Kuwer,"Ah tá, então beleza.",1698.242
Marcelo Kuwer,"Então esse cara, quando tu clica em e-commerce, ele não tem que puxar isso.",1699.442
Marcelo Kuwer,Não é relevante.,1705.002
Guilherme Vieira,Tá.,1706.122
Guilherme Vieira,Tá.,1708.042
Guilherme Vieira,"É, eu tinha colocado nas regras a questão da análise por tipo, mas eu vou colocar ele também nos filtros principais.",1712.54
Marcelo Kuwer,"E daí tu poderia fazer o seguinte, por exemplo, como tu fez aqui a métrica, Tu pode botar, pô, eu quero saber visualização de vídeo, mas tá, ok, não vai interferir nada em outra métrica.",1724.96
Marcelo Kuwer,"Quando eu clico aqui, ó, em conversas iniciadas, por exemplo, ó, ele não mudou aqui, ó.",1736.321
Guilherme Vieira,"É, isso aí, na verdade, é que foi assim, ele tava puxando toda, ele puxa bastante dados, né?",1741.381
Guilherme Vieira,"Aí tava baixando, sei lá, 50 eventos.",1747.601
Guilherme Vieira,Todos os eventos que tem disponível na API ele tava buscando.,1750.621
Guilherme Vieira,"Aí eu falei, não, tipo, se o evento não bate, acho que era 10%, tá vendo que tem uma porcentagemzinha de quanto representa, né?",1754.272
Guilherme Vieira,"Aí eu falei, soma tudo e coloca como outros eventos.",1765.192
Guilherme Vieira,"Só que agora faz sentido, porque, por exemplo, o resultado de compra foi baixo, mas o resultado de Tá, não, beleza.",1769.512
Guilherme Vieira,É erro de UX.,1779.09
Guilherme Vieira,É erro de UX.,1780.41
Marcelo Kuwer,Olha o que acontece.,1781.21
Marcelo Kuwer,Olha como ficou legal isso aqui que tu fez.,1782.57
Marcelo Kuwer,Para e pensa comigo.,1785.73
Marcelo Kuwer,Eu chego aqui rapidamente e eu bato o olho.,1787.19
Marcelo Kuwer,Gasto.,1790.07
Marcelo Kuwer,Resultado.,1791.95
Marcelo Kuwer,Custo médio por resultado.,1793.67
Marcelo Kuwer,frequencies.,1797.17
Marcelo Kuwer,Sabe o que tu pode botar aqui no lugar de frequência?,1798.67
Marcelo Kuwer,Coloca ROI.,1801.15
Marcelo Kuwer,No e-commerce.,1802.87
Marcelo Kuwer,Porque daí o que eu vou fazer?,1810.111
Marcelo Kuwer,"Eu vou olhar o e-commerce, eu tenho todos os dados que eu preciso.",1811.451
Marcelo Kuwer,"Pra mim, tipo, dizer assim, pô, legal, em uma linha eu tenho os dados que eu preciso.",1815.916
Marcelo Kuwer,"Pô, o custo por resultado tá excelente.",1820.116
Marcelo Kuwer,"Só que, cara, não tá vendendo bem, mas o custo por resultado tá bom, o ROI tá dentro.",1822.656
Marcelo Kuwer,"Pô, vamos analisar as campanhas agora pra começar a ver onde eu posso começar a botar mais dinheiro.",1826.856
Marcelo Kuwer,"Ou, pô, o ROI tá tudo ruim aqui.",1831.276
Marcelo Kuwer,"Legal, então eu já vou ter que olhar as campanhas aqui.",1833.256
Guilherme Vieira,Entendeu?,1835.676
Marcelo Kuwer,"E aí, esse mesmo dado aqui, ó, tu tá aqui, ó, gasto, bateu aqui.",1836.676
Marcelo Kuwer,"Resultado deveria estar aqui, não CTR.",1842.393
Guilherme Vieira,Beleza?,1846.993
Marcelo Kuwer,Custo médio por resultado já deveria estar aqui também.,1850.093
Marcelo Kuwer,Fechou?,1854.173
Marcelo Kuwer,"Isso pensando em e-commerce, tá?",1854.993
Marcelo Kuwer,Legal.,1856.873
Marcelo Kuwer,Aí o ROI eu posso deixar ele do lado do...,1857.753
Marcelo Kuwer,Na frente do gasto.,1864.733
Marcelo Kuwer,Primeira métrica pode ser o ROI.,1866.433
Guilherme Vieira,Certo.,1869.033
Marcelo Kuwer,"ROE, gasto, resultado e custo por resultado.",1870.152
Marcelo Kuwer,"Aí eu posso ir para o lado aqui, estou movimentando o mouse, poderia ir para o lado.",1877.572
Marcelo Kuwer,Vai aparecer o que?,1882.552
Marcelo Kuwer,"cliques, frequência e CTR.",1886.472
Guilherme Vieira,Certo.,1901.557
Marcelo Kuwer,"E aí talvez eu acho que o que eu teria aqui é que daí tipo assim, deixa eu só ver uma coisa.",1903.317
Marcelo Kuwer,"Eu tô olhando para as métricas aqui, beleza, mas eu não consigo fazer nenhuma alteração nessa janela.",1914.197
Marcelo Kuwer,Como é que eu faço para voltar para janela inicial?,1924.197
Guilherme Vieira,A visão completa.,1929.017
Marcelo Kuwer,"Visão completa, tá onde isso?",1930.683
Guilherme Vieira,"Ali tem visão, embaixo no filtro, do lado do outro.",1933.163
Marcelo Kuwer,"Aqui visão, visão completa.",1938.283
Marcelo Kuwer,"Eu poderia lá, tá muito top isso aqui cara, mas eu deveria ter esse carinha aqui lá dentro desse resultado aqui também.",1941.063
Marcelo Kuwer,Por quê?,1952.203
Marcelo Kuwer,"Cliquei aqui e aqui, ele não voltou.",1954.383
Guilherme Vieira,"Clica em cima desse verdinho de novo, só pra ver.",1960.028
Marcelo Kuwer,Cliquei.,1967.208
